id,location,fault_severity,event_type,severity_type,log_feature,volume,resource_type
2217,location 793,0,event_type 11,severity_type 1,feature 195,9,resource_type 8
8732,location 124,0,event_type 34,severity_type 2,feature 235,5,resource_type 2
4391,location 506,0,event_type 35,severity_type 2,feature 313,3,resource_type 2
2148,location 613,1,event_type 15,severity_type 1,feature 203,3,resource_type 8
9154,location 300,1,event_type 35,severity_type 2,feature 232,2,resource_type 2
2516,location 823,0,event_type 15,severity_type 1,feature 108,6,resource_type 8
840,location 88,1,event_type 10,severity_type 4,feature 39,1,resource_type 3
3263,location 418,1,event_type 34,severity_type 2,feature 301,2,resource_type 2
10571,location 793,0,event_type 11,severity_type 1,feature 73,53,resource_type 8
17342,location 1042,0,event_type 15,severity_type 2,feature 82,6,resource_type 8
5785,location 102,0,event_type 35,severity_type 2,feature 233,1,resource_type 2
17305,location 641,0,event_type 42,severity_type 1,feature 291,1,resource_type 2
5172,location 169,0,event_type 35,severity_type 4,feature 312,6,resource_type 2
196,location 782,0,event_type 11,severity_type 1,feature 202,2,resource_type 8
5483,location 470,0,event_type 35,severity_type 2,feature 233,4,resource_type 2
9974,location 773,0,event_type 15,severity_type 2,feature 82,4,resource_type 8
5310,location 834,1,event_type 11,severity_type 1,feature 203,2,resource_type 8
16001,location 254,0,event_type 34,severity_type 2,feature 313,1,resource_type 2
679,location 734,1,event_type 11,severity_type 1,feature 203,2,resource_type 8
16485,location 244,0,event_type 34,severity_type 2,feature 232,22,resource_type 2
9054,location 296,0,event_type 34,severity_type 2,feature 232,4,resource_type 2
11446,location 1097,1,event_type 11,severity_type 1,feature 170,2,resource_type 8
16975,location 284,1,event_type 21,severity_type 1,feature 220,1,resource_type 2
11155,location 91,0,event_type 35,severity_type 2,feature 312,51,resource_type 2
16921,location 766,0,event_type 20,severity_type 1,feature 134,1,resource_type 2
5784,location 1019,2,event_type 15,severity_type 1,feature 203,33,resource_type 1
11599,location 803,1,event_type 11,severity_type 1,feature 54,1,resource_type 8
13808,location 1052,2,event_type 15,severity_type 2,feature 80,1,resource_type 8
17682,location 325,0,event_type 35,severity_type 2,feature 232,1,resource_type 2
5609,location 1100,2,event_type 15,severity_type 1,feature 201,1,resource_type 8
15004,location 181,1,event_type 34,severity_type 2,feature 235,1,resource_type 2
5030,location 1042,2,event_type 15,severity_type 2,feature 203,6,resource_type 8
18449,location 173,0,event_type 35,severity_type 4,feature 312,1,resource_type 2
17370,location 866,2,event_type 11,severity_type 1,feature 87,2,resource_type 8
11689,location 310,0,event_type 35,severity_type 2,feature 232,1,resource_type 2
13460,location 945,1,event_type 11,severity_type 1,feature 202,2,resource_type 8
18527,location 135,1,event_type 34,severity_type 1,feature 301,2,resource_type 2
1071,location 445,0,event_type 35,severity_type 2,feature 232,3,resource_type 2
14536,location 984,1,event_type 14,severity_type 1,feature 273,1,resource_type 6
444,location 326,1,event_type 34,severity_type 2,feature 310,1,resource_type 2
17240,location 1100,2,event_type 15,severity_type 1,feature 203,28,resource_type 8
1444,location 1052,1,event_type 11,severity_type 1,feature 80,3,resource_type 8
4903,location 457,0,event_type 35,severity_type 2,feature 316,9,resource_type 2
8831,location 1008,0,event_type 15,severity_type 2,feature 82,57,resource_type 8
15613,location 653,0,event_type 15,severity_type 1,feature 201,3,resource_type 8
15681,location 707,0,event_type 15,severity_type 2,feature 349,1,resource_type 9
15917,location 91,0,event_type 34,severity_type 2,feature 315,270,resource_type 2
13650,location 732,0,event_type 11,severity_type 1,feature 171,3,resource_type 8
15137,location 149,0,event_type 34,severity_type 2,feature 232,1,resource_type 2
15071,location 943,1,event_type 11,severity_type 1,feature 280,4,resource_type 8
17838,location 481,0,event_type 34,severity_type 2,feature 310,29,resource_type 2
16197,location 891,0,event_type 11,severity_type 1,feature 73,14,resource_type 8
11374,location 893,0,event_type 44,severity_type 1,feature 283,9,resource_type 2
6729,location 894,0,event_type 42,severity_type 1,feature 291,5,resource_type 2
1678,location 120,0,event_type 35,severity_type 4,feature 312,1,resource_type 2
13983,location 505,0,event_type 35,severity_type 2,feature 232,71,resource_type 2
489,location 72,1,event_type 11,severity_type 2,feature 171,1,resource_type 8
7677,location 418,0,event_type 35,severity_type 4,feature 301,4,resource_type 2
9002,location 925,0,event_type 11,severity_type 1,feature 182,1,resource_type 8
4511,location 646,1,event_type 11,severity_type 1,feature 68,1,resource_type 8
15976,location 1091,0,event_type 13,severity_type 1,feature 273,1,resource_type 8
7573,location 797,1,event_type 11,severity_type 1,feature 62,1,resource_type 8
14009,location 376,0,event_type 35,severity_type 4,feature 301,1,resource_type 2
1749,location 641,1,event_type 50,severity_type 1,feature 374,2,resource_type 2
14680,location 1075,0,event_type 15,severity_type 2,feature 82,12,resource_type 8
17897,location 475,0,event_type 35,severity_type 2,feature 314,24,resource_type 2
12479,location 1107,1,event_type 11,severity_type 1,feature 82,4,resource_type 8
10638,location 527,0,event_type 34,severity_type 2,feature 235,1,resource_type 2
8693,location 892,0,event_type 21,severity_type 1,feature 135,1,resource_type 2
8335,location 684,2,event_type 15,severity_type 1,feature 71,1,resource_type 8
9836,location 957,0,event_type 11,severity_type 2,feature 171,1,resource_type 8
213,location 497,0,event_type 34,severity_type 2,feature 233,73,resource_type 2
207,location 506,0,event_type 35,severity_type 2,feature 233,3,resource_type 2
8368,location 1053,0,event_type 15,severity_type 2,feature 80,2,resource_type 8
14328,location 704,2,event_type 11,severity_type 1,feature 82,19,resource_type 8
1803,location 1023,0,event_type 11,severity_type 2,feature 73,2,resource_type 8
3962,location 506,0,event_type 35,severity_type 2,feature 233,1,resource_type 2
5825,location 122,0,event_type 34,severity_type 2,feature 312,5,resource_type 2
4676,location 161,0,event_type 35,severity_type 4,feature 312,2,resource_type 2
7467,location 518,0,event_type 34,severity_type 2,feature 315,4,resource_type 2
5721,location 495,0,event_type 35,severity_type 2,feature 233,82,resource_type 2
9589,location 734,1,event_type 11,severity_type 1,feature 193,5,resource_type 8
5320,location 1019,2,event_type 15,severity_type 1,feature 82,64,resource_type 8
8972,location 998,0,event_type 11,severity_type 1,feature 170,5,resource_type 8
5417,location 918,1,event_type 11,severity_type 1,feature 54,4,resource_type 8
4487,location 938,0,event_type 11,severity_type 1,feature 81,12,resource_type 8
16035,location 152,0,event_type 35,severity_type 4,feature 301,2,resource_type 2
14132,location 102,0,event_type 35,severity_type 4,feature 310,1,resource_type 2
16266,location 122,0,event_type 34,severity_type 2,feature 315,2,resource_type 2
12742,location 280,1,event_type 35,severity_type 2,feature 233,1,resource_type 2
12998,location 288,0,event_type 35,severity_type 2,feature 232,2,resource_type 2
8328,location 953,0,event_type 20,severity_type 1,feature 219,1,resource_type 2
11923,location 350,1,event_type 34,severity_type 2,feature 301,1,resource_type 2
5371,location 704,1,event_type 15,severity_type 2,feature 203,2,resource_type 8
15099,location 1019,0,event_type 15,severity_type 2,feature 68,1,resource_type 8
15237,location 33,1,event_type 10,severity_type 5,feature 150,1,resource_type 3
15134,location 1061,0,event_type 15,severity_type 1,feature 82,8,resource_type 8
6162,location 821,2,event_type 15,severity_type 1,feature 71,2,resource_type 8
16660,location 1099,0,event_type 11,severity_type 1,feature 70,1,resource_type 8
14687,location 742,0,event_type 54,severity_type 1,feature 25,20,resource_type 8
8488,location 826,2,event_type 14,severity_type 1,feature 68,4,resource_type 8
624,location 165,1,event_type 34,severity_type 2,feature 227,1,resource_type 2
14426,location 793,0,event_type 11,severity_type 1,feature 73,11,resource_type 8
7855,location 834,2,event_type 11,severity_type 1,feature 82,20,resource_type 8
12538,location 976,1,event_type 15,severity_type 2,feature 203,2,resource_type 8
10795,location 810,2,event_type 15,severity_type 2,feature 203,14,resource_type 8
13979,location 533,0,event_type 10,severity_type 4,feature 154,2,resource_type 3
6465,location 800,0,event_type 11,severity_type 1,feature 195,4,resource_type 8
5648,location 292,0,event_type 35,severity_type 2,feature 312,3,resource_type 2
11932,location 338,0,event_type 35,severity_type 4,feature 307,1,resource_type 2
9048,location 957,2,event_type 11,severity_type 2,feature 81,4,resource_type 8
13340,location 810,0,event_type 11,severity_type 1,feature 71,3,resource_type 8
477,location 1042,1,event_type 15,severity_type 2,feature 203,2,resource_type 8
5989,location 1075,2,event_type 15,severity_type 1,feature 183,2,resource_type 8
13341,location 102,0,event_type 35,severity_type 2,feature 308,6,resource_type 2
3063,location 653,2,event_type 11,severity_type 1,feature 80,10,resource_type 8
8427,location 126,0,event_type 34,severity_type 2,feature 307,2,resource_type 2
4573,location 664,0,event_type 11,severity_type 1,feature 55,1,resource_type 8
8371,location 830,2,event_type 11,severity_type 1,feature 54,1,resource_type 8
18203,location 798,0,event_type 15,severity_type 2,feature 82,6,resource_type 8
14179,location 836,0,event_type 11,severity_type 2,feature 73,4,resource_type 8
11179,location 1107,0,event_type 11,severity_type 1,feature 71,7,resource_type 8
1107,location 1107,1,event_type 15,severity_type 1,feature 82,28,resource_type 8
4261,location 443,0,event_type 35,severity_type 1,feature 94,1,resource_type 2
5280,location 1,1,event_type 15,severity_type 1,feature 172,2,resource_type 8
11386,location 356,0,event_type 35,severity_type 2,feature 314,1,resource_type 2
8288,location 1061,1,event_type 15,severity_type 2,feature 203,1,resource_type 8
16576,location 853,1,event_type 11,severity_type 2,feature 54,1,resource_type 8
3857,location 834,2,event_type 11,severity_type 1,feature 82,15,resource_type 8
16583,location 348,0,event_type 35,severity_type 1,feature 301,2,resource_type 2
17339,location 234,1,event_type 11,severity_type 1,feature 211,1,resource_type 8
15194,location 283,0,event_type 35,severity_type 2,feature 312,3,resource_type 2
10161,location 1007,0,event_type 54,severity_type 1,feature 80,1,resource_type 2
11737,location 615,0,event_type 20,severity_type 1,feature 171,21,resource_type 2
17252,location 118,0,event_type 35,severity_type 2,feature 232,19,resource_type 2
17424,location 402,1,event_type 35,severity_type 2,feature 307,2,resource_type 2
5764,location 629,0,event_type 20,severity_type 1,feature 219,1,resource_type 2
11686,location 945,1,event_type 20,severity_type 1,feature 81,3,resource_type 8
17187,location 798,1,event_type 15,severity_type 2,feature 82,32,resource_type 8
5169,location 1099,0,event_type 11,severity_type 1,feature 202,2,resource_type 8
3760,location 899,0,event_type 42,severity_type 1,feature 368,1,resource_type 2
16116,location 126,0,event_type 34,severity_type 2,feature 235,3,resource_type 2
5121,location 236,0,event_type 34,severity_type 1,feature 277,1,resource_type 8
14038,location 973,0,event_type 20,severity_type 1,feature 134,1,resource_type 2
17034,location 102,0,event_type 34,severity_type 2,feature 234,1,resource_type 2
16965,location 734,1,event_type 15,severity_type 1,feature 203,11,resource_type 8
16946,location 497,0,event_type 34,severity_type 2,feature 233,49,resource_type 2
3842,location 1027,0,event_type 21,severity_type 1,feature 220,1,resource_type 2
6978,location 149,0,event_type 35,severity_type 2,feature 227,9,resource_type 2
15292,location 498,0,event_type 35,severity_type 2,feature 312,3,resource_type 2
14428,location 499,0,event_type 35,severity_type 2,feature 315,2,resource_type 2
13698,location 810,1,event_type 54,severity_type 1,feature 56,1,resource_type 8
15951,location 734,2,event_type 11,severity_type 1,feature 201,2,resource_type 8
7283,location 222,0,event_type 34,severity_type 2,feature 232,1,resource_type 2
9362,location 400,1,event_type 34,severity_type 1,feature 134,1,resource_type 2
16942,location 155,0,event_type 35,severity_type 1,feature 312,12,resource_type 2
13751,location 767,0,event_type 13,severity_type 1,feature 68,3,resource_type 6
7796,location 416,1,event_type 34,severity_type 2,feature 301,3,resource_type 2
12090,location 921,1,event_type 15,severity_type 2,feature 82,32,resource_type 8
10721,location 1042,1,event_type 15,severity_type 2,feature 82,10,resource_type 8
16151,location 704,0,event_type 15,severity_type 2,feature 80,1,resource_type 8
16089,location 721,2,event_type 11,severity_type 1,feature 155,9,resource_type 8
15350,location 1018,0,event_type 15,severity_type 2,feature 76,1,resource_type 8
3119,location 509,0,event_type 34,severity_type 2,feature 232,2,resource_type 2
7503,location 1010,1,event_type 11,severity_type 1,feature 157,5,resource_type 8
15878,location 601,0,event_type 11,severity_type 4,feature 54,1,resource_type 8
6098,location 504,0,event_type 35,severity_type 4,feature 312,1,resource_type 2
14995,location 147,1,event_type 35,severity_type 2,feature 232,1,resource_type 2
8036,location 1014,0,event_type 13,severity_type 1,feature 345,1,resource_type 6
3772,location 613,0,event_type 15,severity_type 2,feature 63,3,resource_type 8
5304,location 1019,1,event_type 15,severity_type 2,feature 203,2,resource_type 8
6598,location 496,0,event_type 34,severity_type 2,feature 234,15,resource_type 2
8600,location 91,0,event_type 34,severity_type 2,feature 312,2,resource_type 2
8947,location 818,1,event_type 11,severity_type 1,feature 103,30,resource_type 8
4254,location 1018,0,event_type 11,severity_type 1,feature 193,1,resource_type 8
1441,location 549,0,event_type 20,severity_type 1,feature 219,1,resource_type 8
6448,location 475,0,event_type 35,severity_type 2,feature 234,1,resource_type 2
16374,location 460,0,event_type 35,severity_type 2,feature 312,4,resource_type 2
17841,location 763,0,event_type 15,severity_type 2,feature 71,3,resource_type 8
15895,location 889,0,event_type 20,severity_type 1,feature 134,1,resource_type 2
13025,location 250,0,event_type 34,severity_type 2,feature 312,1,resource_type 2
1271,location 410,0,event_type 35,severity_type 4,feature 315,1,resource_type 2
4285,location 102,0,event_type 35,severity_type 2,feature 232,4,resource_type 2
18395,location 846,0,event_type 15,severity_type 2,feature 82,20,resource_type 8
938,location 1107,2,event_type 15,severity_type 2,feature 82,2,resource_type 8
15310,location 909,0,event_type 13,severity_type 1,feature 273,1,resource_type 6
10601,location 488,0,event_type 34,severity_type 2,feature 232,9,resource_type 2
11739,location 95,0,event_type 35,severity_type 2,feature 230,10,resource_type 2
8799,location 505,0,event_type 34,severity_type 2,feature 315,1,resource_type 2
11306,location 494,0,event_type 34,severity_type 2,feature 315,9,resource_type 2
9682,location 815,1,event_type 11,severity_type 1,feature 167,18,resource_type 8
4410,location 445,0,event_type 35,severity_type 2,feature 312,15,resource_type 2
3035,location 1088,1,event_type 11,severity_type 1,feature 273,2,resource_type 6
12839,location 705,1,event_type 11,severity_type 1,feature 170,1,resource_type 8
9887,location 469,0,event_type 34,severity_type 2,feature 232,31,resource_type 2
10320,location 357,0,event_type 34,severity_type 2,feature 227,1,resource_type 2
7048,location 447,1,event_type 20,severity_type 1,feature 227,2,resource_type 2
15494,location 1,0,event_type 11,severity_type 1,feature 56,1,resource_type 8
18463,location 229,1,event_type 20,severity_type 1,feature 134,1,resource_type 2
8406,location 877,0,event_type 29,severity_type 1,feature 349,3,resource_type 9
5192,location 881,0,event_type 21,severity_type 1,feature 306,1,resource_type 2
6516,location 469,0,event_type 35,severity_type 2,feature 310,6,resource_type 2
5909,location 638,1,event_type 44,severity_type 1,feature 283,2,resource_type 2
92,location 600,0,event_type 15,severity_type 2,feature 82,12,resource_type 8
2624,location 855,0,event_type 11,severity_type 2,feature 70,1,resource_type 8
1434,location 512,0,event_type 35,severity_type 4,feature 312,1,resource_type 2
68,location 684,2,event_type 15,severity_type 2,feature 82,74,resource_type 8
10207,location 756,1,event_type 54,severity_type 1,feature 54,1,resource_type 8
10145,location 91,0,event_type 34,severity_type 2,feature 313,1,resource_type 2
11694,location 1031,1,event_type 11,severity_type 1,feature 87,6,resource_type 8
7845,location 923,0,event_type 11,severity_type 2,feature 73,1,resource_type 8
14711,location 793,0,event_type 11,severity_type 1,feature 195,21,resource_type 8
7600,location 603,0,event_type 20,severity_type 1,feature 134,1,resource_type 8
14338,location 289,0,event_type 34,severity_type 2,feature 232,2,resource_type 2
15136,location 324,0,event_type 34,severity_type 2,feature 308,1,resource_type 2
5910,location 156,0,event_type 34,severity_type 2,feature 312,5,resource_type 2
15381,location 1008,2,event_type 15,severity_type 2,feature 203,29,resource_type 8
4142,location 957,0,event_type 54,severity_type 1,feature 70,2,resource_type 2
17310,location 232,0,event_type 35,severity_type 4,feature 312,1,resource_type 2
14481,location 326,0,event_type 35,severity_type 2,feature 313,1,resource_type 2
12224,location 810,0,event_type 15,severity_type 2,feature 82,4,resource_type 8
13578,location 1042,0,event_type 15,severity_type 2,feature 82,16,resource_type 8
17276,location 469,0,event_type 34,severity_type 2,feature 315,4,resource_type 2
17357,location 706,2,event_type 11,severity_type 1,feature 68,3,resource_type 8
12718,location 507,0,event_type 34,severity_type 2,feature 312,5,resource_type 2
14878,location 936,1,event_type 23,severity_type 1,feature 219,1,resource_type 2
14085,location 392,1,event_type 11,severity_type 1,feature 160,1,resource_type 8
14169,location 735,0,event_type 11,severity_type 1,feature 70,3,resource_type 8
1666,location 1008,0,event_type 15,severity_type 2,feature 82,1,resource_type 8
12018,location 242,0,event_type 34,severity_type 2,feature 312,7,resource_type 2
11352,location 1019,2,event_type 15,severity_type 1,feature 219,1,resource_type 2
16698,location 955,0,event_type 11,severity_type 2,feature 167,1,resource_type 8
2415,location 290,0,event_type 35,severity_type 4,feature 312,1,resource_type 2
4429,location 846,0,event_type 15,severity_type 2,feature 82,12,resource_type 8
9504,location 695,2,event_type 11,severity_type 1,feature 202,4,resource_type 8
6887,location 925,2,event_type 20,severity_type 1,feature 103,1,resource_type 8
2220,location 818,1,event_type 11,severity_type 1,feature 54,7,resource_type 8
5345,location 734,2,event_type 54,severity_type 1,feature 193,4,resource_type 2
13891,location 491,0,event_type 34,severity_type 2,feature 232,2,resource_type 2
269,location 891,0,event_type 11,severity_type 2,feature 73,1,resource_type 8
10783,location 1019,0,event_type 15,severity_type 2,feature 82,8,resource_type 8
18086,location 135,0,event_type 35,severity_type 2,feature 232,2,resource_type 2
17082,location 1094,0,event_type 11,severity_type 1,feature 56,1,resource_type 8
99,location 149,0,event_type 34,severity_type 2,feature 233,2,resource_type 2
10529,location 353,0,event_type 35,severity_type 2,feature 232,2,resource_type 2
505,location 834,0,event_type 15,severity_type 2,feature 82,14,resource_type 8
9778,location 1017,1,event_type 11,severity_type 1,feature 170,1,resource_type 8
17908,location 921,0,event_type 15,severity_type 2,feature 203,1,resource_type 8
6523,location 496,0,event_type 35,severity_type 2,feature 312,24,resource_type 2
11896,location 1019,1,event_type 15,severity_type 2,feature 203,6,resource_type 8
15469,location 977,1,event_type 30,severity_type 5,feature 218,1,resource_type 9
2383,location 925,0,event_type 11,severity_type 1,feature 182,1,resource_type 8
2219,location 1038,1,event_type 11,severity_type 1,feature 170,1,resource_type 8
3812,location 427,1,event_type 35,severity_type 2,feature 315,3,resource_type 2
1681,location 752,0,event_type 20,severity_type 1,feature 134,1,resource_type 2
2846,location 382,0,event_type 35,severity_type 2,feature 312,2,resource_type 2
12117,location 763,2,event_type 15,severity_type 2,feature 82,50,resource_type 8
5295,location 921,1,event_type 15,severity_type 2,feature 203,2,resource_type 8
9377,location 793,0,event_type 11,severity_type 2,feature 195,1,resource_type 8
1500,location 1101,0,event_type 11,severity_type 1,feature 80,2,resource_type 8
16192,location 1042,1,event_type 15,severity_type 2,feature 203,5,resource_type 8
15840,location 488,0,event_type 21,severity_type 1,feature 135,1,resource_type 2
8133,location 242,0,event_type 35,severity_type 2,feature 309,50,resource_type 2
4323,location 1046,1,event_type 13,severity_type 1,feature 273,4,resource_type 6
9754,location 644,1,event_type 46,severity_type 1,feature 285,207,resource_type 2
6346,location 1107,2,event_type 15,severity_type 1,feature 193,28,resource_type 8
10709,location 317,0,event_type 35,severity_type 2,feature 232,3,resource_type 2
14281,location 1097,1,event_type 11,severity_type 1,feature 170,1,resource_type 8
462,location 1008,1,event_type 11,severity_type 1,feature 71,1,resource_type 8
5272,location 1030,0,event_type 11,severity_type 1,feature 68,1,resource_type 8
10814,location 883,0,event_type 11,severity_type 2,feature 54,1,resource_type 8
9608,location 485,0,event_type 34,severity_type 2,feature 232,3,resource_type 2
732,location 909,0,event_type 11,severity_type 2,feature 54,2,resource_type 8
17266,location 298,0,event_type 34,severity_type 2,feature 227,1,resource_type 2
6712,location 912,1,event_type 11,severity_type 1,feature 54,1,resource_type 8
7034,location 957,0,event_type 54,severity_type 1,feature 171,1,resource_type 8
11733,location 311,0,event_type 35,severity_type 2,feature 232,6,resource_type 2
682,location 455,0,event_type 34,severity_type 2,feature 232,7,resource_type 2
9040,location 1107,2,event_type 15,severity_type 1,feature 203,6,resource_type 8
260,location 653,0,event_type 15,severity_type 2,feature 82,8,resource_type 8
18057,location 653,0,event_type 15,severity_type 2,feature 80,1,resource_type 8
9473,location 494,0,event_type 34,severity_type 2,feature 312,5,resource_type 2
84,location 745,1,event_type 11,severity_type 1,feature 68,3,resource_type 8
5039,location 457,0,event_type 34,severity_type 2,feature 313,24,resource_type 2
1247,location 1,0,event_type 15,severity_type 1,feature 82,2,resource_type 8
15796,location 122,0,event_type 35,severity_type 2,feature 313,2,resource_type 2
7912,location 1030,0,event_type 11,severity_type 1,feature 54,5,resource_type 8
2569,location 124,0,event_type 35,severity_type 2,feature 315,1,resource_type 2
12306,location 282,0,event_type 35,severity_type 2,feature 312,3,resource_type 2
14311,location 816,1,event_type 40,severity_type 2,feature 306,1,resource_type 4
6174,location 507,0,event_type 35,severity_type 2,feature 312,36,resource_type 2
8991,location 12,1,event_type 11,severity_type 1,feature 66,7,resource_type 8
10080,location 808,0,event_type 15,severity_type 1,feature 193,8,resource_type 8
3337,location 613,1,event_type 15,severity_type 1,feature 82,20,resource_type 8
9044,location 496,0,event_type 34,severity_type 2,feature 312,10,resource_type 2
17170,location 508,0,event_type 34,severity_type 2,feature 232,19,resource_type 2
5298,location 1103,0,event_type 20,severity_type 1,feature 134,1,resource_type 2
15386,location 846,2,event_type 15,severity_type 2,feature 203,10,resource_type 8
16550,location 313,0,event_type 34,severity_type 2,feature 313,4,resource_type 2
992,location 579,0,event_type 11,severity_type 1,feature 195,3,resource_type 8
15463,location 771,0,event_type 15,severity_type 2,feature 82,4,resource_type 8
15327,location 805,0,event_type 11,severity_type 4,feature 70,2,resource_type 8
15067,location 995,0,event_type 15,severity_type 2,feature 82,9,resource_type 8
6479,location 475,0,event_type 35,severity_type 2,feature 234,11,resource_type 2
10300,location 478,0,event_type 34,severity_type 2,feature 313,2,resource_type 2
8480,location 881,0,event_type 23,severity_type 1,feature 170,1,resource_type 7
5777,location 147,0,event_type 35,severity_type 2,feature 312,1,resource_type 2
720,location 154,1,event_type 35,severity_type 2,feature 312,1,resource_type 2
9166,location 946,0,event_type 11,severity_type 1,feature 195,7,resource_type 8
4678,location 1034,0,event_type 11,severity_type 1,feature 170,3,resource_type 8
14739,location 864,1,event_type 27,severity_type 5,feature 240,2,resource_type 9
3261,location 16,1,event_type 11,severity_type 1,feature 170,1,resource_type 8
5115,location 91,0,event_type 34,severity_type 2,feature 315,11,resource_type 2
10246,location 735,0,event_type 11,severity_type 1,feature 70,2,resource_type 8
7298,location 836,0,event_type 11,severity_type 2,feature 73,2,resource_type 8
7697,location 126,0,event_type 35,severity_type 2,feature 312,7,resource_type 2
2689,location 814,0,event_type 11,severity_type 1,feature 191,7,resource_type 8
15416,location 223,0,event_type 20,severity_type 1,feature 221,1,resource_type 2
3902,location 9,0,event_type 15,severity_type 1,feature 193,4,resource_type 8
10179,location 91,0,event_type 35,severity_type 2,feature 307,2,resource_type 2
14812,location 894,0,event_type 42,severity_type 1,feature 375,6,resource_type 2
4120,location 745,0,event_type 13,severity_type 1,feature 345,2,resource_type 8
9946,location 1049,0,event_type 11,severity_type 1,feature 171,1,resource_type 8
16988,location 657,0,event_type 14,severity_type 2,feature 68,3,resource_type 8
7753,location 476,0,event_type 35,severity_type 2,feature 234,1,resource_type 2
1154,location 252,1,event_type 34,severity_type 1,feature 94,1,resource_type 2
959,location 1097,1,event_type 11,severity_type 1,feature 170,2,resource_type 8
8366,location 1008,1,event_type 15,severity_type 2,feature 80,6,resource_type 8
11225,location 72,1,event_type 11,severity_type 1,feature 55,2,resource_type 8
12183,location 490,0,event_type 34,severity_type 2,feature 232,1,resource_type 2
15451,location 613,0,event_type 15,severity_type 2,feature 203,2,resource_type 8
17615,location 792,0,event_type 20,severity_type 1,feature 134,1,resource_type 2
17100,location 476,0,event_type 34,severity_type 2,feature 229,1,resource_type 2
14001,location 812,0,event_type 11,severity_type 2,feature 51,1,resource_type 8
13162,location 1115,0,event_type 11,severity_type 1,feature 195,2,resource_type 8
16729,location 851,1,event_type 13,severity_type 1,feature 68,2,resource_type 6
17397,location 936,0,event_type 23,severity_type 4,feature 306,4,resource_type 7
3333,location 1100,2,event_type 15,severity_type 1,feature 82,70,resource_type 8
7147,location 242,0,event_type 35,severity_type 2,feature 232,40,resource_type 2
13483,location 496,0,event_type 35,severity_type 2,feature 314,9,resource_type 2
3878,location 810,1,event_type 54,severity_type 2,feature 203,1,resource_type 8
1617,location 481,0,event_type 35,severity_type 2,feature 230,22,resource_type 2
5493,location 1117,0,event_type 11,severity_type 1,feature 171,1,resource_type 8
2663,location 957,0,event_type 11,severity_type 1,feature 171,2,resource_type 8
7378,location 32,2,event_type 11,severity_type 1,feature 154,1,resource_type 2
10857,location 1019,1,event_type 15,severity_type 2,feature 82,22,resource_type 8
16023,location 118,0,event_type 34,severity_type 2,feature 312,17,resource_type 2
8189,location 526,0,event_type 35,severity_type 2,feature 235,1,resource_type 2
6827,location 800,0,event_type 11,severity_type 1,feature 195,2,resource_type 8
2070,location 808,0,event_type 11,severity_type 1,feature 193,1,resource_type 8
11476,location 504,0,event_type 35,severity_type 2,feature 312,16,resource_type 2
10560,location 373,0,event_type 35,severity_type 2,feature 232,4,resource_type 2
822,location 91,0,event_type 34,severity_type 2,feature 235,207,resource_type 2
14511,location 638,2,event_type 44,severity_type 1,feature 283,9,resource_type 2
3704,location 270,1,event_type 35,severity_type 2,feature 308,2,resource_type 2
12659,location 317,0,event_type 35,severity_type 1,feature 219,1,resource_type 2
7137,location 102,0,event_type 35,severity_type 2,feature 228,4,resource_type 2
17925,location 603,0,event_type 11,severity_type 4,feature 54,1,resource_type 8
28,location 889,0,event_type 11,severity_type 2,feature 68,2,resource_type 8
9394,location 45,0,event_type 40,severity_type 4,feature 10,1,resource_type 2
11380,location 396,1,event_type 34,severity_type 2,feature 314,1,resource_type 2
7514,location 149,1,event_type 35,severity_type 2,feature 313,2,resource_type 2
9306,location 906,1,event_type 11,severity_type 1,feature 81,4,resource_type 8
1409,location 723,0,event_type 11,severity_type 4,feature 54,1,resource_type 8
2749,location 769,0,event_type 11,severity_type 1,feature 170,2,resource_type 8
15541,location 962,1,event_type 15,severity_type 2,feature 203,2,resource_type 8
6121,location 369,0,event_type 35,severity_type 4,feature 313,1,resource_type 2
13996,location 236,1,event_type 20,severity_type 1,feature 219,1,resource_type 8
17922,location 890,0,event_type 11,severity_type 1,feature 73,2,resource_type 8
14744,location 226,1,event_type 34,severity_type 2,feature 312,1,resource_type 2
14372,location 300,1,event_type 35,severity_type 2,feature 312,2,resource_type 2
5464,location 1037,1,event_type 11,severity_type 1,feature 54,1,resource_type 8
11238,location 928,0,event_type 20,severity_type 1,feature 134,2,resource_type 2
11104,location 418,1,event_type 35,severity_type 2,feature 301,1,resource_type 2
16424,location 1097,0,event_type 11,severity_type 2,feature 170,4,resource_type 8
16659,location 415,0,event_type 34,severity_type 2,feature 313,1,resource_type 2
11018,location 475,0,event_type 34,severity_type 2,feature 234,20,resource_type 2
3457,location 157,0,event_type 34,severity_type 2,feature 232,9,resource_type 2
5047,location 805,0,event_type 11,severity_type 2,feature 191,1,resource_type 8
13020,location 478,0,event_type 20,severity_type 1,feature 232,5,resource_type 2
1639,location 473,0,event_type 34,severity_type 2,feature 313,1,resource_type 2
922,location 790,1,event_type 23,severity_type 1,feature 223,1,resource_type 2
16079,location 972,1,event_type 11,severity_type 1,feature 86,1,resource_type 8
12889,location 755,0,event_type 11,severity_type 2,feature 55,1,resource_type 8
12681,location 551,2,event_type 11,severity_type 1,feature 200,2,resource_type 8
14278,location 644,0,event_type 47,severity_type 1,feature 285,1,resource_type 2
