id,log_feature,volume
17333,feature 312,85
17333,feature 313,86
17333,feature 227,3
17333,feature 236,1
17333,feature 234,10
17333,feature 232,100
17333,feature 315,9
17333,feature 233,82
17333,feature 314,7
17333,feature 229,11
17333,feature 235,3
17333,feature 309,10
17333,feature 316,2
17333,feature 308,7
17333,feature 307,10
17333,feature 228,4
17333,feature 312,85
17333,feature 313,86
17333,feature 227,3
17333,feature 236,1
17333,feature 234,10
17333,feature 232,100
17333,feature 315,9
17333,feature 233,82
17333,feature 314,7
17333,feature 229,11
17333,feature 235,3
17333,feature 309,10
17333,feature 316,2
17333,feature 308,7
17333,feature 307,10
17333,feature 228,4
17333,feature 312,85
17333,feature 313,86
17333,feature 227,3
17333,feature 236,1
17333,feature 234,10
17333,feature 232,100
17333,feature 315,9
17333,feature 233,82
17333,feature 314,7
17333,feature 229,11
17333,feature 235,3
17333,feature 309,10
17333,feature 316,2
17333,feature 308,7
17333,feature 307,10
17333,feature 228,4
17333,feature 312,85
17333,feature 313,86
17333,feature 227,3
17333,feature 236,1
17333,feature 234,10
17333,feature 232,100
17333,feature 315,9
17333,feature 233,82
17333,feature 314,7
17333,feature 229,11
17333,feature 235,3
17333,feature 309,10
17333,feature 316,2
17333,feature 308,7
17333,feature 307,10
17333,feature 228,4
17333,feature 312,85
17333,feature 313,86
17333,feature 227,3
17333,feature 236,1
17333,feature 234,10
17333,feature 232,100
17333,feature 315,9
17333,feature 233,82
17333,feature 314,7
17333,feature 229,11
17333,feature 235,3
17333,feature 309,10
17333,feature 316,2
17333,feature 308,7
17333,feature 307,10
17333,feature 228,4
17333,feature 312,85
17333,feature 313,86
17333,feature 227,3
17333,feature 236,1
17333,feature 234,10
17333,feature 232,100
17333,feature 315,9
17333,feature 233,82
17333,feature 314,7
17333,feature 229,11
17333,feature 235,3
17333,feature 309,10
17333,feature 316,2
17333,feature 308,7
17333,feature 307,10
17333,feature 228,4
17333,feature 312,85
17333,feature 313,86
17333,feature 227,3
17333,feature 236,1
17333,feature 234,10
17333,feature 232,100
17333,feature 315,9
17333,feature 233,82
17333,feature 314,7
17333,feature 229,11
17333,feature 235,3
17333,feature 309,10
17333,feature 316,2
17333,feature 308,7
17333,feature 307,10
17333,feature 228,4
17333,feature 312,85
17333,feature 313,86
17333,feature 227,3
17333,feature 236,1
17333,feature 234,10
17333,feature 232,100
17333,feature 315,9
17333,feature 233,82
17333,feature 314,7
17333,feature 229,11
17333,feature 235,3
17333,feature 309,10
17333,feature 316,2
17333,feature 308,7
17333,feature 307,10
17333,feature 228,4
17333,feature 312,85
17333,feature 313,86
17333,feature 227,3
17333,feature 236,1
17333,feature 234,10
17333,feature 232,100
17333,feature 315,9
17333,feature 233,82
17333,feature 314,7
17333,feature 229,11
17333,feature 235,3
17333,feature 309,10
17333,feature 316,2
17333,feature 308,7
17333,feature 307,10
17333,feature 228,4
17333,feature 312,85
17333,feature 313,86
17333,feature 227,3
17333,feature 236,1
17333,feature 234,10
17333,feature 232,100
17333,feature 315,9
17333,feature 233,82
17333,feature 314,7
17333,feature 229,11
17333,feature 235,3
17333,feature 309,10
17333,feature 316,2
17333,feature 308,7
17333,feature 307,10
17333,feature 228,4
17333,feature 312,85
17333,feature 313,86
17333,feature 227,3
17333,feature 236,1
17333,feature 234,10
17333,feature 232,100
17333,feature 315,9
17333,feature 233,82
17333,feature 314,7
17333,feature 229,11
17333,feature 235,3
17333,feature 309,10
17333,feature 316,2
17333,feature 308,7
17333,feature 307,10
17333,feature 228,4
17333,feature 312,85
17333,feature 313,86
17333,feature 227,3
17333,feature 236,1
17333,feature 234,10
17333,feature 232,100
17333,feature 315,9
17333,feature 233,82
17333,feature 314,7
17333,feature 229,11
17333,feature 235,3
17333,feature 309,10
17333,feature 316,2
17333,feature 308,7
17333,feature 307,10
17333,feature 228,4
17333,feature 312,85
17333,feature 313,86
17333,feature 227,3
17333,feature 236,1
17333,feature 234,10
17333,feature 232,100
17333,feature 315,9
17333,feature 233,82
17333,feature 314,7
17333,feature 229,11
17333,feature 235,3
17333,feature 309,10
17333,feature 316,2
17333,feature 308,7
17333,feature 307,10
17333,feature 228,4
17333,feature 312,85
17333,feature 313,86
17333,feature 227,3
17333,feature 236,1
17333,feature 234,10
17333,feature 232,100
17333,feature 315,9
17333,feature 233,82
17333,feature 314,7
17333,feature 229,11
17333,feature 235,3
17333,feature 309,10
17333,feature 316,2
17333,feature 308,7
17333,feature 307,10
17333,feature 228,4
17333,feature 312,85
17333,feature 313,86
17333,feature 227,3
17333,feature 236,1
17333,feature 234,10
17333,feature 232,100
17333,feature 315,9
17333,feature 233,82
17333,feature 314,7
17333,feature 229,11
17333,feature 235,3
17333,feature 309,10
17333,feature 316,2
17333,feature 308,7
17333,feature 307,10
17333,feature 228,4
17333,feature 312,85
17333,feature 313,86
17333,feature 227,3
17725,feature 232,50
17725,feature 312,32
17725,feature 233,27
17725,feature 313,38
17725,feature 232,50
17725,feature 312,32
17725,feature 233,27
17725,feature 313,38
17725,feature 232,50
17725,feature 312,32
17725,feature 233,27
17725,feature 313,38
17725,feature 232,50
17725,feature 312,32
17725,feature 233,27
17725,feature 313,38
17347,feature 233,38
17347,feature 307,5
17347,feature 228,2
17347,feature 227,2
17347,feature 315,8
17347,feature 310,2
17347,feature 308,3
17347,feature 312,78
17347,feature 234,23
17347,feature 230,1
17347,feature 309,6
17347,feature 229,5
17347,feature 314,17
17347,feature 313,38
17347,feature 232,70
17347,feature 233,38
17347,feature 307,5
17347,feature 228,2
17347,feature 227,2
17347,feature 315,8
17347,feature 310,2
17347,feature 308,3
17347,feature 312,78
17347,feature 234,23
17347,feature 230,1
17347,feature 309,6
17347,feature 229,5
17347,feature 314,17
17347,feature 313,38
17347,feature 232,70
17347,feature 233,38
17347,feature 307,5
17347,feature 228,2
17347,feature 227,2
17347,feature 315,8
17347,feature 310,2
17347,feature 308,3
17347,feature 312,78
17347,feature 234,23
17347,feature 230,1
17347,feature 309,6
17347,feature 229,5
17347,feature 314,17
17347,feature 313,38
17347,feature 232,70
17347,feature 233,38
17347,feature 307,5
17347,feature 228,2
17347,feature 227,2
17347,feature 315,8
17347,feature 310,2
17347,feature 308,3
17347,feature 312,78
17347,feature 234,23
17347,feature 230,1
17347,feature 309,6
17347,feature 229,5
17347,feature 314,17
17347,feature 313,38
17347,feature 232,70
17347,feature 233,38
17347,feature 307,5
17347,feature 228,2
17347,feature 227,2
17347,feature 315,8
17347,feature 310,2
17347,feature 308,3
17347,feature 312,78
17347,feature 234,23
17347,feature 230,1
17347,feature 309,6
17347,feature 229,5
17347,feature 314,17
17347,feature 313,38
17347,feature 232,70
17347,feature 233,38
17347,feature 307,5
17347,feature 228,2
17347,feature 227,2
17347,feature 315,8
17347,feature 310,2
17347,feature 308,3
17347,feature 312,78
17347,feature 234,23
17347,feature 230,1
17347,feature 309,6
17347,feature 229,5
17347,feature 314,17
17347,feature 313,38
17347,feature 232,70
17347,feature 233,38
17347,feature 307,5
17347,feature 228,2
17347,feature 227,2
17347,feature 315,8
17347,feature 310,2
17347,feature 308,3
17347,feature 312,78
17347,feature 234,23
17347,feature 230,1
17347,feature 309,6
17347,feature 229,5
17347,feature 314,17
17347,feature 313,38
17347,feature 232,70
17347,feature 233,38
17347,feature 307,5
17347,feature 228,2
17347,feature 227,2
17347,feature 315,8
17347,feature 310,2
17347,feature 308,3
17347,feature 312,78
17347,feature 234,23
17347,feature 230,1
17347,feature 309,6
17347,feature 229,5
17347,feature 314,17
17347,feature 313,38
17347,feature 232,70
17347,feature 233,38
17347,feature 307,5
17347,feature 228,2
17347,feature 227,2
17347,feature 315,8
17347,feature 310,2
17347,feature 308,3
17347,feature 312,78
17347,feature 234,23
17347,feature 230,1
17347,feature 309,6
17347,feature 229,5
17347,feature 314,17
17347,feature 313,38
17347,feature 232,70
17347,feature 233,38
17347,feature 307,5
17347,feature 228,2
17347,feature 227,2
17347,feature 315,8
17347,feature 310,2
17347,feature 308,3
17347,feature 312,78
17347,feature 234,23
17347,feature 230,1
17347,feature 309,6
17347,feature 229,5
17347,feature 314,17
17347,feature 313,38
17347,feature 232,70
17347,feature 233,38
17347,feature 307,5
17347,feature 228,2
17347,feature 227,2
17347,feature 315,8
17347,feature 310,2
17347,feature 308,3
17347,feature 312,78
17347,feature 234,23
17347,feature 230,1
17347,feature 309,6
17347,feature 229,5
17347,feature 314,17
17347,feature 313,38
17347,feature 232,70
17347,feature 233,38
17347,feature 307,5
17347,feature 228,2
17347,feature 227,2
17347,feature 315,8
17347,feature 310,2
17347,feature 308,3
17347,feature 312,78
17347,feature 234,23
17347,feature 230,1
17347,feature 309,6
17347,feature 229,5
17347,feature 314,17
17347,feature 313,38
17347,feature 232,70
17347,feature 233,38
17347,feature 307,5
17347,feature 228,2
17347,feature 227,2
17347,feature 315,8
17347,feature 310,2
17347,feature 308,3
17347,feature 312,78
17347,feature 234,23
17347,feature 230,1
17347,feature 309,6
17347,feature 229,5
17347,feature 314,17
17347,feature 313,38
17347,feature 232,70
17347,feature 233,38
17347,feature 307,5
17347,feature 228,2
17347,feature 227,2
17347,feature 315,8
17347,feature 310,2
17347,feature 308,3
17347,feature 312,78
17347,feature 234,23
17347,feature 230,1
17347,feature 309,6
17347,feature 229,5
17347,feature 314,17
17347,feature 313,38
17347,feature 232,70
17347,feature 233,38
17347,feature 307,5
17347,feature 228,2
17347,feature 227,2
17347,feature 315,8
17347,feature 310,2
17347,feature 308,3
17347,feature 312,78
17347,feature 234,23
17347,feature 230,1
17347,feature 309,6
17347,feature 229,5
17347,feature 314,17
17347,feature 313,38
17347,feature 232,70
17162,feature 312,5
17162,feature 232,4
17162,feature 312,5
17162,feature 232,4
16839,feature 313,28
16839,feature 314,11
16839,feature 232,44
16839,feature 233,13
16839,feature 228,20
16839,feature 234,21
16839,feature 311,1
16839,feature 309,17
16839,feature 308,22
16839,feature 312,23
16839,feature 229,22
16839,feature 313,28
16839,feature 314,11
16839,feature 232,44
16839,feature 233,13
16839,feature 228,20
16839,feature 234,21
16839,feature 311,1
16839,feature 309,17
16839,feature 308,22
16839,feature 312,23
16839,feature 229,22
16839,feature 313,28
16839,feature 314,11
16839,feature 232,44
16839,feature 233,13
16839,feature 228,20
16839,feature 234,21
16839,feature 311,1
16839,feature 309,17
16839,feature 308,22
16839,feature 312,23
16839,feature 229,22
16839,feature 313,28
16839,feature 314,11
16839,feature 232,44
16839,feature 233,13
16839,feature 228,20
16839,feature 234,21
16839,feature 311,1
16839,feature 309,17
16839,feature 308,22
16839,feature 312,23
16839,feature 229,22
16839,feature 313,28
16839,feature 314,11
16839,feature 232,44
16839,feature 233,13
16839,feature 228,20
16839,feature 234,21
16839,feature 311,1
16839,feature 309,17
16839,feature 308,22
16839,feature 312,23
16839,feature 229,22
16839,feature 313,28
16839,feature 314,11
16839,feature 232,44
16839,feature 233,13
16839,feature 228,20
16839,feature 234,21
16839,feature 311,1
16839,feature 309,17
16839,feature 308,22
16839,feature 312,23
16839,feature 229,22
16839,feature 313,28
16839,feature 314,11
16839,feature 232,44
16839,feature 233,13
16839,feature 228,20
16839,feature 234,21
16839,feature 311,1
16839,feature 309,17
16839,feature 308,22
16839,feature 312,23
16839,feature 229,22
16839,feature 313,28
16839,feature 314,11
16839,feature 232,44
16839,feature 233,13
16839,feature 228,20
16839,feature 234,21
16839,feature 311,1
16839,feature 309,17
16839,feature 308,22
16839,feature 312,23
16839,feature 229,22
16839,feature 313,28
16839,feature 314,11
16839,feature 232,44
16839,feature 233,13
16839,feature 228,20
16839,feature 234,21
16839,feature 311,1
16839,feature 309,17
16839,feature 308,22
16839,feature 312,23
16839,feature 229,22
16839,feature 313,28
16839,feature 314,11
16839,feature 232,44
16839,feature 233,13
16839,feature 228,20
16839,feature 234,21
16839,feature 311,1
16839,feature 309,17
16839,feature 308,22
16839,feature 312,23
16839,feature 229,22
16839,feature 313,28
16839,feature 314,11
16839,feature 232,44
16839,feature 233,13
16839,feature 228,20
16839,feature 234,21
16839,feature 311,1
16839,feature 309,17
16839,feature 308,22
16839,feature 312,23
16839,feature 229,22
18041,feature 312,7
18041,feature 307,1
18041,feature 232,6
18041,feature 312,7
18041,feature 307,1
18041,feature 232,6
18041,feature 312,7
18041,feature 307,1
18041,feature 232,6
18169,feature 232,3
18169,feature 312,3
18169,feature 232,3
18169,feature 312,3
18059,feature 314,18
18059,feature 235,2
18059,feature 233,46
18059,feature 234,22
18059,feature 316,1
18059,feature 313,46
18059,feature 315,7
18059,feature 314,18
18059,feature 235,2
18059,feature 233,46
18059,feature 234,22
18059,feature 316,1
18059,feature 313,46
18059,feature 315,7
18059,feature 314,18
18059,feature 235,2
18059,feature 233,46
18059,feature 234,22
18059,feature 316,1
18059,feature 313,46
18059,feature 315,7
18059,feature 314,18
18059,feature 235,2
18059,feature 233,46
18059,feature 234,22
18059,feature 316,1
18059,feature 313,46
18059,feature 315,7
18059,feature 314,18
18059,feature 235,2
18059,feature 233,46
18059,feature 234,22
18059,feature 316,1
18059,feature 313,46
18059,feature 315,7
18059,feature 314,18
18059,feature 235,2
18059,feature 233,46
18059,feature 234,22
18059,feature 316,1
18059,feature 313,46
18059,feature 315,7
18059,feature 314,18
18059,feature 235,2
18059,feature 233,46
18059,feature 234,22
18059,feature 316,1
18059,feature 313,46
18059,feature 315,7
16996,feature 232,29
16996,feature 312,27
16996,feature 313,28
16996,feature 315,32
16996,feature 233,36
16996,feature 235,6
16996,feature 232,29
16996,feature 312,27
16996,feature 313,28
16996,feature 315,32
16996,feature 233,36
16996,feature 235,6
16996,feature 232,29
16996,feature 312,27
16996,feature 313,28
16996,feature 315,32
16996,feature 233,36
16996,feature 235,6
16996,feature 232,29
16996,feature 312,27
16996,feature 313,28
16996,feature 315,32
16996,feature 233,36
16996,feature 235,6
16996,feature 232,29
16996,feature 312,27
16996,feature 313,28
16996,feature 315,32
16996,feature 233,36
16996,feature 235,6
16996,feature 232,29
16996,feature 312,27
16996,feature 313,28
16996,feature 315,32
16996,feature 233,36
16996,feature 235,6
16898,feature 233,96
16898,feature 312,56
16898,feature 315,72
16898,feature 313,92
16898,feature 235,37
16898,feature 232,58
16898,feature 233,96
16898,feature 312,56
16898,feature 315,72
16898,feature 313,92
16898,feature 235,37
16898,feature 232,58
16898,feature 233,96
16898,feature 312,56
16898,feature 315,72
16898,feature 313,92
16898,feature 235,37
16898,feature 232,58
16898,feature 233,96
16898,feature 312,56
16898,feature 315,72
16898,feature 313,92
16898,feature 235,37
16898,feature 232,58
16898,feature 233,96
16898,feature 312,56
16898,feature 315,72
16898,feature 313,92
16898,feature 235,37
16898,feature 232,58
16898,feature 233,96
16898,feature 312,56
16898,feature 315,72
16898,feature 313,92
16898,feature 235,37
16898,feature 232,58
17349,feature 315,3
17349,feature 312,1
17349,feature 233,4
17349,feature 313,4
17349,feature 235,4
17349,feature 315,3
17349,feature 312,1
17349,feature 233,4
17349,feature 313,4
17349,feature 235,4
17349,feature 315,3
17349,feature 312,1
17349,feature 233,4
17349,feature 313,4
17349,feature 235,4
17349,feature 315,3
17349,feature 312,1
17349,feature 233,4
17349,feature 313,4
17349,feature 235,4
17349,feature 315,3
17349,feature 312,1
17349,feature 233,4
17349,feature 313,4
17349,feature 235,4
17392,feature 315,1
17392,feature 233,2
17392,feature 313,3
17392,feature 235,1
17392,feature 315,1
17392,feature 233,2
17392,feature 313,3
17392,feature 235,1
17392,feature 315,1
17392,feature 233,2
17392,feature 313,3
17392,feature 235,1
17392,feature 315,1
17392,feature 233,2
17392,feature 313,3
17392,feature 235,1
18381,feature 232,1
18381,feature 233,1
18381,feature 313,3
18381,feature 312,1
18381,feature 232,1
18381,feature 233,1
18381,feature 313,3
18381,feature 312,1
18381,feature 232,1
18381,feature 233,1
18381,feature 313,3
18381,feature 312,1
18381,feature 232,1
18381,feature 233,1
18381,feature 313,3
18381,feature 312,1
18183,feature 44,1
18183,feature 160,1
18183,feature 44,1
18183,feature 160,1
17373,feature 315,6
17373,feature 313,9
17373,feature 235,5
17373,feature 233,3
17373,feature 315,6
17373,feature 313,9
17373,feature 235,5
17373,feature 233,3
17373,feature 315,6
17373,feature 313,9
17373,feature 235,5
17373,feature 233,3
17373,feature 315,6
17373,feature 313,9
17373,feature 235,5
17373,feature 233,3
16674,feature 232,1
16674,feature 312,1
16674,feature 232,1
16674,feature 312,1
18014,feature 233,1
18014,feature 313,1
18014,feature 233,1
18014,feature 313,1
16970,feature 309,6
16970,feature 234,33
16970,feature 314,36
16970,feature 310,65
16970,feature 230,40
16970,feature 229,5
16970,feature 309,6
16970,feature 234,33
16970,feature 314,36
16970,feature 310,65
16970,feature 230,40
16970,feature 229,5
16970,feature 309,6
16970,feature 234,33
16970,feature 314,36
16970,feature 310,65
16970,feature 230,40
16970,feature 229,5
16970,feature 309,6
16970,feature 234,33
16970,feature 314,36
16970,feature 310,65
16970,feature 230,40
16970,feature 229,5
16970,feature 309,6
16970,feature 234,33
16970,feature 314,36
16970,feature 310,65
16970,feature 230,40
16970,feature 229,5
16970,feature 309,6
16970,feature 234,33
16970,feature 314,36
16970,feature 310,65
16970,feature 230,40
16970,feature 229,5
18547,feature 316,16
18547,feature 229,10
18547,feature 234,23
18547,feature 230,19
18547,feature 314,22
18547,feature 312,5
18547,feature 236,9
18547,feature 309,19
18547,feature 310,47
18547,feature 232,3
18547,feature 316,16
18547,feature 229,10
18547,feature 234,23
18547,feature 230,19
18547,feature 314,22
18547,feature 312,5
18547,feature 236,9
18547,feature 309,19
18547,feature 310,47
18547,feature 232,3
18547,feature 316,16
18547,feature 229,10
18547,feature 234,23
18547,feature 230,19
18547,feature 314,22
18547,feature 312,5
18547,feature 236,9
18547,feature 309,19
18547,feature 310,47
18547,feature 232,3
18547,feature 316,16
18547,feature 229,10
18547,feature 234,23
18547,feature 230,19
18547,feature 314,22
18547,feature 312,5
18547,feature 236,9
18547,feature 309,19
18547,feature 310,47
18547,feature 232,3
18547,feature 316,16
18547,feature 229,10
18547,feature 234,23
18547,feature 230,19
18547,feature 314,22
18547,feature 312,5
18547,feature 236,9
18547,feature 309,19
18547,feature 310,47
18547,feature 232,3
18547,feature 316,16
18547,feature 229,10
18547,feature 234,23
18547,feature 230,19
18547,feature 314,22
18547,feature 312,5
18547,feature 236,9
18547,feature 309,19
18547,feature 310,47
18547,feature 232,3
18547,feature 316,16
18547,feature 229,10
18547,feature 234,23
18547,feature 230,19
18547,feature 314,22
18547,feature 312,5
18547,feature 236,9
18547,feature 309,19
18547,feature 310,47
18547,feature 232,3
18547,feature 316,16
18547,feature 229,10
18547,feature 234,23
18547,feature 230,19
18547,feature 314,22
18547,feature 312,5
18547,feature 236,9
18547,feature 309,19
18547,feature 310,47
18547,feature 232,3
18547,feature 316,16
18547,feature 229,10
18547,feature 234,23
18547,feature 230,19
18547,feature 314,22
18547,feature 312,5
18547,feature 236,9
18547,feature 309,19
18547,feature 310,47
18547,feature 232,3
18547,feature 316,16
18547,feature 229,10
18547,feature 234,23
18547,feature 230,19
18547,feature 314,22
18547,feature 312,5
18547,feature 236,9
18547,feature 309,19
18547,feature 310,47
18547,feature 232,3
17231,feature 235,1
17603,feature 312,126
17603,feature 235,2
17603,feature 313,11
17603,feature 232,150
17603,feature 233,9
17603,feature 315,4
17603,feature 312,126
17603,feature 235,2
17603,feature 313,11
17603,feature 232,150
17603,feature 233,9
17603,feature 315,4
17603,feature 312,126
17603,feature 235,2
17603,feature 313,11
17603,feature 232,150
17603,feature 233,9
17603,feature 315,4
17603,feature 312,126
17603,feature 235,2
17603,feature 313,11
17603,feature 232,150
17603,feature 233,9
17603,feature 315,4
17603,feature 312,126
17603,feature 235,2
17603,feature 313,11
17603,feature 232,150
17603,feature 233,9
17603,feature 315,4
17603,feature 312,126
17603,feature 235,2
17603,feature 313,11
17603,feature 232,150
17603,feature 233,9
17603,feature 315,4
17978,feature 315,1
17978,feature 233,16
17978,feature 312,55
17978,feature 235,1
17978,feature 232,60
17978,feature 313,25
17978,feature 315,1
17978,feature 233,16
17978,feature 312,55
17978,feature 235,1
17978,feature 232,60
17978,feature 313,25
17978,feature 315,1
17978,feature 233,16
17978,feature 312,55
17978,feature 235,1
17978,feature 232,60
17978,feature 313,25
17978,feature 315,1
17978,feature 233,16
17978,feature 312,55
17978,feature 235,1
17978,feature 232,60
17978,feature 313,25
17978,feature 315,1
17978,feature 233,16
17978,feature 312,55
17978,feature 235,1
17978,feature 232,60
17978,feature 313,25
17978,feature 315,1
17978,feature 233,16
17978,feature 312,55
17978,feature 235,1
17978,feature 232,60
17978,feature 313,25
18371,feature 312,137
18371,feature 313,13
18371,feature 315,2
18371,feature 232,141
18371,feature 235,2
18371,feature 233,12
18371,feature 312,137
18371,feature 313,13
18371,feature 315,2
18371,feature 232,141
18371,feature 235,2
18371,feature 233,12
18371,feature 312,137
18371,feature 313,13
18371,feature 315,2
18371,feature 232,141
18371,feature 235,2
18371,feature 233,12
18371,feature 312,137
18371,feature 313,13
18371,feature 315,2
18371,feature 232,141
18371,feature 235,2
18371,feature 233,12
18371,feature 312,137
18371,feature 313,13
18371,feature 315,2
18371,feature 232,141
18371,feature 235,2
18371,feature 233,12
18371,feature 312,137
18371,feature 313,13
18371,feature 315,2
18371,feature 232,141
18371,feature 235,2
18371,feature 233,12
17040,feature 312,77
17040,feature 232,76
17040,feature 312,77
17040,feature 232,76
17121,feature 312,9
17121,feature 232,9
17121,feature 312,9
17121,feature 232,9
17594,feature 312,19
17594,feature 232,19
17594,feature 312,19
17594,feature 232,19
17877,feature 232,30
17877,feature 312,28
17877,feature 232,30
17877,feature 312,28
17634,feature 307,2
17634,feature 227,2
17634,feature 312,3
17634,feature 232,3
17634,feature 307,2
17634,feature 227,2
17634,feature 312,3
17634,feature 232,3
17634,feature 307,2
17634,feature 227,2
17634,feature 312,3
17634,feature 232,3
17634,feature 307,2
17634,feature 227,2
17634,feature 312,3
17634,feature 232,3
16701,feature 232,15
16701,feature 312,15
16701,feature 232,15
16701,feature 312,15
17675,feature 235,2
17675,feature 313,2
17675,feature 315,2
17675,feature 235,2
17675,feature 313,2
17675,feature 315,2
17675,feature 235,2
17675,feature 313,2
17675,feature 315,2
18185,feature 315,7
18185,feature 312,4
18185,feature 313,4
18185,feature 232,4
18185,feature 233,3
18185,feature 235,3
18185,feature 315,7
18185,feature 312,4
18185,feature 313,4
18185,feature 232,4
18185,feature 233,3
18185,feature 235,3
18185,feature 315,7
18185,feature 312,4
18185,feature 313,4
18185,feature 232,4
18185,feature 233,3
18185,feature 235,3
18185,feature 315,7
18185,feature 312,4
18185,feature 313,4
18185,feature 232,4
18185,feature 233,3
18185,feature 235,3
18185,feature 315,7
18185,feature 312,4
18185,feature 313,4
18185,feature 232,4
18185,feature 233,3
18185,feature 235,3
18185,feature 315,7
18185,feature 312,4
18185,feature 313,4
18185,feature 232,4
18185,feature 233,3
18185,feature 235,3
18266,feature 315,8
18266,feature 313,9
18266,feature 233,8
18266,feature 235,3
18266,feature 315,8
18266,feature 313,9
18266,feature 233,8
18266,feature 235,3
18266,feature 315,8
18266,feature 313,9
18266,feature 233,8
18266,feature 235,3
18266,feature 315,8
18266,feature 313,9
18266,feature 233,8
18266,feature 235,3
16769,feature 315,1
16769,feature 313,1
16769,feature 233,1
16769,feature 315,1
16769,feature 313,1
16769,feature 233,1
16769,feature 315,1
16769,feature 313,1
16769,feature 233,1
17522,feature 232,8
17522,feature 312,9
17522,feature 232,8
17522,feature 312,9
16973,feature 232,4
16973,feature 312,4
16973,feature 313,1
16973,feature 232,4
16973,feature 312,4
16973,feature 313,1
16973,feature 232,4
16973,feature 312,4
16973,feature 313,1
17168,feature 232,3
17168,feature 312,4
17168,feature 232,3
17168,feature 312,4
17123,feature 235,1
17123,feature 233,1
17123,feature 313,1
17123,feature 315,1
17123,feature 235,1
17123,feature 233,1
17123,feature 313,1
17123,feature 315,1
17123,feature 235,1
17123,feature 233,1
17123,feature 313,1
17123,feature 315,1
17123,feature 235,1
17123,feature 233,1
17123,feature 313,1
17123,feature 315,1
16875,feature 315,1
16875,feature 235,1
16875,feature 227,1
16875,feature 233,4
16875,feature 232,1
16875,feature 313,4
16875,feature 315,1
16875,feature 235,1
16875,feature 227,1
16875,feature 233,4
16875,feature 232,1
16875,feature 313,4
16875,feature 315,1
16875,feature 235,1
16875,feature 227,1
16875,feature 233,4
16875,feature 232,1
16875,feature 313,4
16875,feature 315,1
16875,feature 235,1
16875,feature 227,1
16875,feature 233,4
16875,feature 232,1
16875,feature 313,4
16875,feature 315,1
16875,feature 235,1
16875,feature 227,1
16875,feature 233,4
16875,feature 232,1
16875,feature 313,4
16875,feature 315,1
16875,feature 235,1
16875,feature 227,1
16875,feature 233,4
16875,feature 232,1
16875,feature 313,4
17492,feature 154,1
17492,feature 39,4
17492,feature 218,2
17492,feature 240,3
17492,feature 38,1
17492,feature 153,1
17492,feature 133,1
17492,feature 154,1
17492,feature 39,4
17492,feature 218,2
17492,feature 240,3
17492,feature 38,1
17492,feature 153,1
17492,feature 133,1
17492,feature 154,1
17492,feature 39,4
17492,feature 218,2
17492,feature 240,3
17492,feature 38,1
17492,feature 153,1
17492,feature 133,1
17492,feature 154,1
17492,feature 39,4
17492,feature 218,2
17492,feature 240,3
17492,feature 38,1
17492,feature 153,1
17492,feature 133,1
17492,feature 154,1
17492,feature 39,4
17492,feature 218,2
17492,feature 240,3
17492,feature 38,1
17492,feature 153,1
17492,feature 133,1
17492,feature 154,1
17492,feature 39,4
17492,feature 218,2
17492,feature 240,3
17492,feature 38,1
17492,feature 153,1
17492,feature 133,1
17492,feature 154,1
17492,feature 39,4
17492,feature 218,2
17492,feature 240,3
17492,feature 38,1
17492,feature 153,1
17492,feature 133,1
16855,feature 104,10
16855,feature 55,14
16855,feature 171,25
16855,feature 240,1
16855,feature 104,10
16855,feature 55,14
16855,feature 171,25
16855,feature 240,1
16855,feature 104,10
16855,feature 55,14
16855,feature 171,25
16855,feature 240,1
16855,feature 104,10
16855,feature 55,14
16855,feature 171,25
16855,feature 240,1
18366,feature 55,1
18366,feature 39,2
18366,feature 171,1
18366,feature 153,8
18366,feature 152,2
18366,feature 98,2
18366,feature 151,1
18366,feature 154,1
18366,feature 36,1
18366,feature 38,1
18366,feature 55,1
18366,feature 39,2
18366,feature 171,1
18366,feature 153,8
18366,feature 152,2
18366,feature 98,2
18366,feature 151,1
18366,feature 154,1
18366,feature 36,1
18366,feature 38,1
18366,feature 55,1
18366,feature 39,2
18366,feature 171,1
18366,feature 153,8
18366,feature 152,2
18366,feature 98,2
18366,feature 151,1
18366,feature 154,1
18366,feature 36,1
18366,feature 38,1
18366,feature 55,1
18366,feature 39,2
18366,feature 171,1
18366,feature 153,8
18366,feature 152,2
18366,feature 98,2
18366,feature 151,1
18366,feature 154,1
18366,feature 36,1
18366,feature 38,1
18366,feature 55,1
18366,feature 39,2
18366,feature 171,1
18366,feature 153,8
18366,feature 152,2
18366,feature 98,2
18366,feature 151,1
18366,feature 154,1
18366,feature 36,1
18366,feature 38,1
18366,feature 55,1
18366,feature 39,2
18366,feature 171,1
18366,feature 153,8
18366,feature 152,2
18366,feature 98,2
18366,feature 151,1
18366,feature 154,1
18366,feature 36,1
18366,feature 38,1
18366,feature 55,1
18366,feature 39,2
18366,feature 171,1
18366,feature 153,8
18366,feature 152,2
18366,feature 98,2
18366,feature 151,1
18366,feature 154,1
18366,feature 36,1
18366,feature 38,1
18366,feature 55,1
18366,feature 39,2
18366,feature 171,1
18366,feature 153,8
18366,feature 152,2
18366,feature 98,2
18366,feature 151,1
18366,feature 154,1
18366,feature 36,1
18366,feature 38,1
18366,feature 55,1
18366,feature 39,2
18366,feature 171,1
18366,feature 153,8
18366,feature 152,2
18366,feature 98,2
