id,event_type
17161,event_type 42
17161,event_type 43
17161,event_type 44
17161,event_type 42
17161,event_type 43
17161,event_type 44
18398,event_type 43
18398,event_type 44
18398,event_type 42
18398,event_type 43
18398,event_type 44
18398,event_type 42
18398,event_type 43
18398,event_type 44
18398,event_type 42
17154,event_type 42
17154,event_type 43
17154,event_type 44
17154,event_type 42
17154,event_type 43
17154,event_type 44
17154,event_type 42
17154,event_type 43
17154,event_type 44
18017,event_type 43
18017,event_type 50
18017,event_type 42
18017,event_type 44
18017,event_type 43
18017,event_type 50
18017,event_type 42
18017,event_type 44
18017,event_type 43
18017,event_type 50
18017,event_type 42
18017,event_type 44
18017,event_type 43
18017,event_type 50
18017,event_type 42
18017,event_type 44
17090,event_type 43
17090,event_type 44
17090,event_type 42
17090,event_type 43
17090,event_type 44
17090,event_type 42
17090,event_type 43
17090,event_type 44
17090,event_type 42
17003,event_type 44
17003,event_type 50
17003,event_type 42
17003,event_type 44
17003,event_type 50
17003,event_type 42
17003,event_type 44
17003,event_type 50
17003,event_type 42
18457,event_type 44
18457,event_type 43
18457,event_type 50
18457,event_type 42
18457,event_type 44
18457,event_type 43
18457,event_type 50
18457,event_type 42
18457,event_type 44
18457,event_type 43
18457,event_type 50
18457,event_type 42
18457,event_type 44
18457,event_type 43
18457,event_type 50
18457,event_type 42
17137,event_type 44
17137,event_type 42
17137,event_type 50
17137,event_type 43
17137,event_type 44
17137,event_type 42
17137,event_type 50
17137,event_type 43
17137,event_type 44
17137,event_type 42
17137,event_type 50
17137,event_type 43
17137,event_type 44
17137,event_type 42
17137,event_type 50
17137,event_type 43
17023,event_type 53
17023,event_type 42
17023,event_type 44
17023,event_type 11
17023,event_type 50
17023,event_type 49
17023,event_type 20
17023,event_type 45
17023,event_type 47
17023,event_type 53
17023,event_type 42
17023,event_type 44
17023,event_type 11
17023,event_type 50
17023,event_type 49
17023,event_type 20
17023,event_type 45
17023,event_type 47
17023,event_type 53
17023,event_type 42
17023,event_type 44
17023,event_type 11
17023,event_type 50
17023,event_type 49
17023,event_type 20
17023,event_type 45
17023,event_type 47
17023,event_type 53
17023,event_type 42
17023,event_type 44
17023,event_type 11
17023,event_type 50
17023,event_type 49
17023,event_type 20
17023,event_type 45
17023,event_type 47
17023,event_type 53
17023,event_type 42
17023,event_type 44
17023,event_type 11
17023,event_type 50
17023,event_type 49
17023,event_type 20
17023,event_type 45
17023,event_type 47
17023,event_type 53
17023,event_type 42
17023,event_type 44
17023,event_type 11
17023,event_type 50
17023,event_type 49
17023,event_type 20
17023,event_type 45
17023,event_type 47
17023,event_type 53
17023,event_type 42
17023,event_type 44
17023,event_type 11
17023,event_type 50
17023,event_type 49
17023,event_type 20
17023,event_type 45
17023,event_type 47
17023,event_type 53
17023,event_type 42
17023,event_type 44
17023,event_type 11
17023,event_type 50
17023,event_type 49
17023,event_type 20
17023,event_type 45
17023,event_type 47
17023,event_type 53
17023,event_type 42
17023,event_type 44
17023,event_type 11
17023,event_type 50
17023,event_type 49
17023,event_type 20
17023,event_type 45
17023,event_type 47
18411,event_type 50
18411,event_type 47
18411,event_type 50
18411,event_type 47
16882,event_type 44
16882,event_type 43
16882,event_type 42
16882,event_type 47
16882,event_type 45
16882,event_type 44
16882,event_type 43
16882,event_type 42
16882,event_type 47
16882,event_type 45
16882,event_type 44
16882,event_type 43
16882,event_type 42
16882,event_type 47
16882,event_type 45
16882,event_type 44
16882,event_type 43
16882,event_type 42
16882,event_type 47
16882,event_type 45
16882,event_type 44
16882,event_type 43
16882,event_type 42
16882,event_type 47
16882,event_type 45
17230,event_type 50
17242,event_type 15
17138,event_type 15
17138,event_type 11
17138,event_type 15
17138,event_type 11
18369,event_type 15
18087,event_type 15
18087,event_type 11
18087,event_type 15
18087,event_type 11
16709,event_type 15
16709,event_type 11
16709,event_type 15
16709,event_type 11
16941,event_type 11
16941,event_type 54
16941,event_type 15
16941,event_type 11
16941,event_type 54
16941,event_type 15
16941,event_type 11
16941,event_type 54
16941,event_type 15
17992,event_type 11
17992,event_type 54
17992,event_type 15
17992,event_type 11
17992,event_type 54
17992,event_type 15
17992,event_type 11
17992,event_type 54
17992,event_type 15
17111,event_type 20
17765,event_type 11
17765,event_type 13
17765,event_type 11
17765,event_type 13
18432,event_type 13
18477,event_type 14
18477,event_type 11
18477,event_type 14
18477,event_type 11
18356,event_type 11
17623,event_type 35
17623,event_type 34
17623,event_type 35
17623,event_type 34
17684,event_type 35
17684,event_type 34
17684,event_type 35
17684,event_type 34
18090,event_type 35
18090,event_type 34
18090,event_type 35
18090,event_type 34
17119,event_type 35
17119,event_type 34
17119,event_type 35
17119,event_type 34
17317,event_type 35
17317,event_type 34
17317,event_type 35
17317,event_type 34
17159,event_type 11
17940,event_type 11
17940,event_type 13
17940,event_type 11
17940,event_type 13
17419,event_type 11
17099,event_type 11
18109,event_type 11
17514,event_type 15
18434,event_type 15
18102,event_type 15
17081,event_type 11
17081,event_type 15
17081,event_type 11
17081,event_type 15
16851,event_type 11
18513,event_type 11
18225,event_type 14
18225,event_type 11
18225,event_type 14
18225,event_type 11
18198,event_type 11
17752,event_type 11
18518,event_type 20
18361,event_type 15
18208,event_type 15
18208,event_type 11
18208,event_type 15
18208,event_type 11
18236,event_type 15
18236,event_type 11
18236,event_type 15
18236,event_type 11
17239,event_type 15
17239,event_type 11
17239,event_type 15
17239,event_type 11
18083,event_type 11
18083,event_type 15
18083,event_type 11
18083,event_type 15
18137,event_type 23
16892,event_type 22
16892,event_type 23
16892,event_type 11
16892,event_type 22
16892,event_type 23
16892,event_type 11
16892,event_type 22
16892,event_type 23
16892,event_type 11
16751,event_type 22
16751,event_type 23
16751,event_type 11
16751,event_type 22
16751,event_type 23
16751,event_type 11
16751,event_type 22
16751,event_type 23
16751,event_type 11
16918,event_type 23
16918,event_type 11
16918,event_type 22
16918,event_type 23
16918,event_type 11
16918,event_type 22
16918,event_type 23
16918,event_type 11
16918,event_type 22
18244,event_type 54
18347,event_type 11
18347,event_type 54
18347,event_type 11
18347,event_type 54
17463,event_type 23
17702,event_type 11
18026,event_type 11
17697,event_type 11
17967,event_type 11
17754,event_type 11
18273,event_type 11
17577,event_type 11
17008,event_type 11
18194,event_type 11
17256,event_type 11
17079,event_type 11
17516,event_type 20
18114,event_type 18
18114,event_type 13
18114,event_type 18
18114,event_type 13
17178,event_type 11
17178,event_type 13
17178,event_type 11
17178,event_type 13
16937,event_type 11
16822,event_type 11
16822,event_type 14
16822,event_type 11
16822,event_type 14
18022,event_type 11
17579,event_type 11
18003,event_type 35
18003,event_type 34
18003,event_type 35
18003,event_type 34
17074,event_type 34
17074,event_type 35
17074,event_type 34
17074,event_type 35
16777,event_type 35
18237,event_type 11
16765,event_type 11
17598,event_type 11
18337,event_type 11
17839,event_type 11
17607,event_type 11
17607,event_type 54
17607,event_type 11
17607,event_type 54
17270,event_type 11
17055,event_type 11
18459,event_type 11
17163,event_type 15
16842,event_type 15
18320,event_type 15
18320,event_type 11
18320,event_type 15
18320,event_type 11
18000,event_type 11
18000,event_type 15
18000,event_type 11
18000,event_type 15
17861,event_type 15
16978,event_type 15
16978,event_type 11
16978,event_type 15
16978,event_type 11
17951,event_type 11
17951,event_type 15
17951,event_type 11
17951,event_type 15
17668,event_type 11
17668,event_type 15
17668,event_type 11
17668,event_type 15
17302,event_type 15
17116,event_type 15
16984,event_type 11
18074,event_type 11
18483,event_type 11
16726,event_type 11
18328,event_type 35
18328,event_type 34
18328,event_type 35
18328,event_type 34
17863,event_type 34
17863,event_type 35
17863,event_type 34
17863,event_type 35
18326,event_type 11
18425,event_type 15
18255,event_type 15
18255,event_type 11
18255,event_type 15
18255,event_type 11
18138,event_type 11
18138,event_type 15
18138,event_type 11
18138,event_type 15
16976,event_type 15
16731,event_type 15
18156,event_type 15
18156,event_type 11
18156,event_type 15
18156,event_type 11
17864,event_type 11
17747,event_type 11
17747,event_type 13
17747,event_type 11
17747,event_type 13
17918,event_type 11
17720,event_type 20
16967,event_type 15
16967,event_type 32
16967,event_type 11
16967,event_type 15
16967,event_type 32
16967,event_type 11
16967,event_type 15
16967,event_type 32
16967,event_type 11
17400,event_type 11
17097,event_type 11
18011,event_type 11
17924,event_type 34
17924,event_type 35
17924,event_type 34
17924,event_type 35
17790,event_type 34
17790,event_type 35
17790,event_type 34
17790,event_type 35
17968,event_type 15
17689,event_type 15
17691,event_type 6
17691,event_type 7
17691,event_type 15
17691,event_type 5
17691,event_type 6
17691,event_type 7
17691,event_type 15
17691,event_type 5
17691,event_type 6
17691,event_type 7
17691,event_type 15
17691,event_type 5
17691,event_type 6
17691,event_type 7
17691,event_type 15
17691,event_type 5
17465,event_type 15
17465,event_type 11
17465,event_type 15
17465,event_type 11
17290,event_type 11
17290,event_type 15
17290,event_type 11
17290,event_type 15
17707,event_type 15
17707,event_type 11
17707,event_type 15
17707,event_type 11
17762,event_type 15
17762,event_type 11
17762,event_type 15
17762,event_type 11
18338,event_type 11
18338,event_type 15
18338,event_type 11
18338,event_type 15
18304,event_type 11
18304,event_type 15
18304,event_type 11
18304,event_type 15
18243,event_type 11
16843,event_type 11
